X,Y,Target
-22.990028,14.728437,1
-10.446794,30.90171,1
-24.60533,-15.344295,1
35.329636,-22.66311,1
-8.484961,-13.436896,1
-18.676239,-10.186722,1
56.01699,26.645782,1
-0.76337844,8.653534,1
-24.65567,-13.411621,1
4.252074,-7.7816854,1
42.547356,-11.015472,1
-7.3656077,-41.89663,0
-3.8789294,17.063047,0
-25.792227,18.776636,1
5.6446934,-18.077162,0
-4.7134304,-46.63412,1
-3.8541398,17.805655,0
-3.8666992,18.124626,1
-5.3135633,-44.901993,1
4.708036,-11.010989,1
-7.425853,-23.342203,1
-30.589945,10.718348,1
35.329636,-22.66311,1
-23.810886,-32.13127,1
56.01699,26.645782,1
-8.021346,-26.840744,1
-8.08225,-26.801243,0
-7.052196,7.0253696,0
-16.097776,-11.358248,1
22.401327,36.88443,0
-25.353575,22.199814,1
-3.760849,16.833584,0
-7.9432373,33.79794,0
-12.979687,-30.769419,1
12.088921,2.6423247,0
20.504614,5.3060083,0
-18.663605,12.660166,0
6.19887,-21.946428,1
-6.9423604,23.111404,1
-8.713629,33.840416,1
-2.393727,11.184115,1
-5.6016808,11.047157,0
21.612705,2.875564,0
-19.9389,15.999235,0
39.358368,-25.33078,1
-5.481879,-46.033955,0
15.664359,4.7077727,0
16.895645,7.7598825,0
39.358368,-25.33078,0
48.545204,-7.8703327,0
49.002106,-6.879305,0
6.9450364,-9.499963,1
-26.034672,23.235373,1
7.06477,-6.2702265,1
-20.301018,-32.146385,1
6.8627467,-16.618435,1
-9.658668,18.22809,0
5.029367,-11.579483,1
-1.7127138,-18.213848,0
-25.077219,21.737501,0
17.17993,8.693974,0
-5.7258964,4.786945,1
4.6404767,-10.812106,0
24.115623,35.578884,1
-8.502327,7.4568496,1
22.401327,36.88443,1
-16.734358,-11.889703,1
17.12539,5.692824,1
29.987196,2.4428453,0
19.279615,4.429226,0
5.8020725,-7.787663,1
23.831686,37.59037,0
-4.5919394,-45.12773,1
-6.588165,7.3737764,1
24.226326,2.4661748,1
-31.979116,11.288088,0
5.325975,23.820053,0
-11.495113,30.465965,0
38.910286,-24.7128,0
40.21648,-20.653316,1
-7.1249156,-13.495412,0
24.054958,2.8401346,0
24.865925,2.6602945,0
2.605042,10.176259,0
-2.5803077,-18.043835,0
-6.308804,23.44449,1
-27.799477,23.94842,0
1.2243199,18.079992,0
-12.122293,-18.540508,1
-7.10546,28.968126,1
-4.1973076,9.231292,0
23.98178,1.8381557,1
-8.7495775,-12.715597,0
