X,Y,Target
23.510868,36.50783,1
56.01699,26.645782,1
1.5072572,-13.344417,0
40.00956,-25.189018,1
13.449736,6.7736645,1
22.758797,35.375454,1
22.401327,36.88443,1
-10.508011,11.805812,1
22.401327,36.88443,1
-18.953997,-22.199593,1
29.457163,2.8477163,1
35.329636,-22.66311,1
40.285503,-24.602385,1
2.6526942,18.177023,1
0.17938115,-16.063566,1
-10.117056,7.9756665,1
22.401327,36.88443,1
-10.447585,11.888519,1
6.3940415,-24.902203,1
4.6108665,24.101515,1
-5.9085693,-46.02606,1
56.01699,26.645782,1
-7.031698,40.351517,1
56.01699,26.645782,1
-7.490726,28.298174,1
-25.08848,21.61639,1
